period,mmm_b2c_acq_dma,inbound_call_volume
2019-04-14,HOUSTON TX,350
2019-04-14,JONESBORO AR,98
2019-04-14,LAKE CHARLES LA,166
2019-04-14,LITTLE ROCK AR,258
2019-04-14,LUBBOCK TX,260
2019-04-14,MONROE-EL DORADO LA-AR,140
2019-04-14,"NEW YORK, NY",8395
2019-04-14,ODESSA-MIDLAND TX,229
2019-04-14,OKLAHOMA CITY OK,162
2019-04-14,PARKERSBURG WV,128
2019-04-14,PHOENIX AZ,345
2019-04-14,RALEIGH-DURHAM NC,52
2019-04-14,SAN ANGELO TX,90
2019-04-14,SHREVEPORT LA,206
2019-04-14,SPRINGFIELD MO,154
2019-04-14,ST JOSEPH MO,79
2019-04-14,TULSA OK,75
2019-04-14,TYLER-LONGVIEW TX,450
2019-04-14,VICTORIA TX,81
2019-04-14,WACO-TEMPLE-BRYAN TX,144
2019-04-21,ABILENE-SWEETWATER TX,156
2019-04-21,ALEXANDRIA LA,208
2019-04-21,AMARILLO TX,225
2019-04-21,AUSTIN TX,170
2019-04-21,All Other Suddenlink DMA Total,569
2019-04-21,BLUEFIELD-BECKLEY-OAK HILL WV,173
2019-04-21,CHARLESTON-HUNTINGTON WV,428
2019-04-21,DALLAS-FT WORTH TX,394
2019-04-21,EUREKA CA,63
2019-04-21,GREENVILLE-NEW BERN-WASH NC,120
2019-04-21,HOUSTON TX,361
2019-04-21,JONESBORO AR,84
2019-04-21,LAKE CHARLES LA,140
2019-04-21,LITTLE ROCK AR,220
2019-04-21,LUBBOCK TX,259
2019-04-21,MONROE-EL DORADO LA-AR,92
2019-04-21,"NEW YORK, NY",8352
2019-04-21,ODESSA-MIDLAND TX,215
2019-04-21,OKLAHOMA CITY OK,155
2019-04-21,PARKERSBURG WV,113
2019-04-21,PHOENIX AZ,301
2019-04-21,RALEIGH-DURHAM NC,83
2019-04-21,SAN ANGELO TX,87
2019-04-21,SHREVEPORT LA,191
2019-04-21,SPRINGFIELD MO,162
2019-04-21,ST JOSEPH MO,57
2019-04-21,TULSA OK,56
2019-04-21,TYLER-LONGVIEW TX,399
2019-04-21,VICTORIA TX,79
2019-04-21,WACO-TEMPLE-BRYAN TX,126
2019-04-28,ABILENE-SWEETWATER TX,158
2019-04-28,ALEXANDRIA LA,209
2019-04-28,AMARILLO TX,229
2019-04-28,AUSTIN TX,207
2019-04-28,All Other Suddenlink DMA Total,597
2019-04-28,BLUEFIELD-BECKLEY-OAK HILL WV,196
2019-04-28,CHARLESTON-HUNTINGTON WV,435
2019-04-28,DALLAS-FT WORTH TX,443
2019-04-28,EUREKA CA,73
2019-04-28,GREENVILLE-NEW BERN-WASH NC,197
2019-04-28,HOUSTON TX,382
2019-04-28,JONESBORO AR,85
2019-04-28,LAKE CHARLES LA,194
2019-04-28,LITTLE ROCK AR,258
2019-04-28,LUBBOCK TX,267
2019-04-28,MONROE-EL DORADO LA-AR,115
2019-04-28,"NEW YORK, NY",10391
2019-04-28,ODESSA-MIDLAND TX,206
2019-04-28,OKLAHOMA CITY OK,200
2019-04-28,PARKERSBURG WV,104
2019-04-28,PHOENIX AZ,325
2019-04-28,RALEIGH-DURHAM NC,87
2019-04-28,SAN ANGELO TX,99
2019-04-28,SHREVEPORT LA,204
2019-04-28,SPRINGFIELD MO,174
2019-04-28,ST JOSEPH MO,67
2019-04-28,TULSA OK,65
2019-04-28,TYLER-LONGVIEW TX,382
2019-04-28,VICTORIA TX,61
2019-04-28,WACO-TEMPLE-BRYAN TX,142
2019-05-05,ABILENE-SWEETWATER TX,131
2019-05-05,ALEXANDRIA LA,175
2019-05-05,AMARILLO TX,208
2019-05-05,AUSTIN TX,178
2019-05-05,All Other Suddenlink DMA Total,643
2019-05-05,BLUEFIELD-BECKLEY-OAK HILL WV,170
2019-05-05,CHARLESTON-HUNTINGTON WV,436
2019-05-05,DALLAS-FT WORTH TX,418
2019-05-05,EUREKA CA,63
2019-05-05,GREENVILLE-NEW BERN-WASH NC,135
2019-05-05,HOUSTON TX,345
2019-05-05,JONESBORO AR,87
2019-05-05,LAKE CHARLES LA,157
2019-05-05,LITTLE ROCK AR,234
2019-05-05,LUBBOCK TX,254
2019-05-05,MONROE-EL DORADO LA-AR,82
2019-05-05,"NEW YORK, NY",8593
2019-05-05,ODESSA-MIDLAND TX,200
2019-05-05,OKLAHOMA CITY OK,166
2019-05-05,PARKERSBURG WV,90
2019-05-05,PHOENIX AZ,253
2019-05-05,RALEIGH-DURHAM NC,51
2019-05-05,SAN ANGELO TX,82
2019-05-05,SHREVEPORT LA,209
2019-05-05,SPRINGFIELD MO,136
2019-05-05,ST JOSEPH MO,87
2019-05-05,TULSA OK,70
2019-05-05,TYLER-LONGVIEW TX,369
2019-05-05,VICTORIA TX,71
2019-05-05,WACO-TEMPLE-BRYAN TX,134
2019-05-12,ABILENE-SWEETWATER TX,134
2019-05-12,ALEXANDRIA LA,186
2019-05-12,AMARILLO TX,255
2019-05-12,AUSTIN TX,204
2019-05-12,All Other Suddenlink DMA Total,597
2019-05-12,BLUEFIELD-BECKLEY-OAK HILL WV,182
2019-05-12,CHARLESTON-HUNTINGTON WV,422
2019-05-12,DALLAS-FT WORTH TX,459
2019-05-12,EUREKA CA,82
2019-05-12,GREENVILLE-NEW BERN-WASH NC,114
2019-05-12,HOUSTON TX,361
2019-05-12,JONESBORO AR,93
2019-05-12,LAKE CHARLES LA,174
2019-05-12,LITTLE ROCK AR,184
2019-05-12,LUBBOCK TX,263
2019-05-12,MONROE-EL DORADO LA-AR,84
2019-05-12,"NEW YORK, NY",7964
2019-05-12,ODESSA-MIDLAND TX,233
2019-05-12,OKLAHOMA CITY OK,173
2019-05-12,PARKERSBURG WV,110
2019-05-12,PHOENIX AZ,343
2019-05-12,RALEIGH-DURHAM NC,39
2019-05-12,SAN ANGELO TX,81
2019-05-12,SHREVEPORT LA,203
2019-05-12,SPRINGFIELD MO,146
2019-05-12,ST JOSEPH MO,55
2019-05-12,TULSA OK,91
2019-05-12,TYLER-LONGVIEW TX,395
2019-05-12,VICTORIA TX,54
2019-05-12,WACO-TEMPLE-BRYAN TX,137
2019-05-19,ABILENE-SWEETWATER TX,149
2019-05-19,ALEXANDRIA LA,223
2019-05-19,AMARILLO TX,227
2019-05-19,AUSTIN TX,172
2019-05-19,All Other Suddenlink DMA Total,553
2019-05-19,BLUEFIELD-BECKLEY-OAK HILL WV,182
2019-05-19,CHARLESTON-HUNTINGTON WV,430
2019-05-19,DALLAS-FT WORTH TX,355
2019-05-19,EUREKA CA,67
2019-05-19,GREENVILLE-NEW BERN-WASH NC,149
2019-05-19,HOUSTON TX,369
2019-05-19,JONESBORO AR,96
2019-05-19,LAKE CHARLES LA,155
2019-05-19,LITTLE ROCK AR,236
2019-05-19,LUBBOCK TX,254
2019-05-19,MONROE-EL DORADO LA-AR,102
2019-05-19,"NEW YORK, NY",8715
2019-05-19,ODESSA-MIDLAND TX,218
2019-05-19,OKLAHOMA CITY OK,222
2019-05-19,PARKERSBURG WV,93
2019-05-19,PHOENIX AZ,306
2019-05-19,RALEIGH-DURHAM NC,44
2019-05-19,SAN ANGELO TX,89
2019-05-19,SHREVEPORT LA,239
2019-05-19,SPRINGFIELD MO,163
2019-05-19,ST JOSEPH MO,64
2019-05-19,TULSA OK,83
2019-05-19,TYLER-LONGVIEW TX,408
2019-05-19,VICTORIA TX,57
2019-05-19,WACO-TEMPLE-BRYAN TX,154
2019-05-26,ABILENE-SWEETWATER TX,181
2019-05-26,ALEXANDRIA LA,187
2019-05-26,AMARILLO TX,203
2019-05-26,AUSTIN TX,207
2019-05-26,All Other Suddenlink DMA Total,603
2019-05-26,BLUEFIELD-BECKLEY-OAK HILL WV,167
2019-05-26,CHARLESTON-HUNTINGTON WV,385
2019-05-26,DALLAS-FT WORTH TX,388
2019-05-26,EUREKA CA,85
2019-05-26,GREENVILLE-NEW BERN-WASH NC,116
2019-05-26,HOUSTON TX,359
2019-05-26,JONESBORO AR,94
2019-05-26,LAKE CHARLES LA,165
2019-05-26,LITTLE ROCK AR,226
2019-05-26,LUBBOCK TX,259
2019-05-26,MONROE-EL DORADO LA-AR,83
2019-05-26,"NEW YORK, NY",9408
2019-05-26,ODESSA-MIDLAND TX,200
2019-05-26,OKLAHOMA CITY OK,240
2019-05-26,PARKERSBURG WV,106
2019-05-26,PHOENIX AZ,326
2019-05-26,RALEIGH-DURHAM NC,48
2019-05-26,SAN ANGELO TX,102
2019-05-26,SHREVEPORT LA,224
2019-05-26,SPRINGFIELD MO,178
2019-05-26,ST JOSEPH MO,64
2019-05-26,TULSA OK,69
2019-05-26,TYLER-LONGVIEW TX,394
2019-05-26,VICTORIA TX,51
2019-05-26,WACO-TEMPLE-BRYAN TX,182
2019-06-02,ABILENE-SWEETWATER TX,194
2019-06-02,ALEXANDRIA LA,283
2019-06-02,AMARILLO TX,246
2019-06-02,AUSTIN TX,219
2019-06-02,All Other Suddenlink DMA Total,730
2019-06-02,BLUEFIELD-BECKLEY-OAK HILL WV,218
2019-06-02,CHARLESTON-HUNTINGTON WV,469
2019-06-02,DALLAS-FT WORTH TX,507
2019-06-02,EUREKA CA,80
2019-06-02,GREENVILLE-NEW BERN-WASH NC,176
2019-06-02,HOUSTON TX,514
2019-06-02,JONESBORO AR,92
2019-06-02,LAKE CHARLES LA,204
2019-06-02,LITTLE ROCK AR,312
2019-06-02,LUBBOCK TX,311
2019-06-02,MONROE-EL DORADO LA-AR,139
2019-06-02,"NEW YORK, NY",9401
2019-06-02,ODESSA-MIDLAND TX,242
2019-06-02,OKLAHOMA CITY OK,307
2019-06-02,PARKERSBURG WV,133
2019-06-02,PHOENIX AZ,382
2019-06-02,RALEIGH-DURHAM NC,79
2019-06-02,SAN ANGELO TX,138
2019-06-02,SHREVEPORT LA,304
2019-06-02,SPRINGFIELD MO,233
2019-06-02,ST JOSEPH MO,96
2019-06-02,TULSA OK,89
2019-06-02,TYLER-LONGVIEW TX,481
2019-06-02,VICTORIA TX,79
2019-06-02,WACO-TEMPLE-BRYAN TX,194
2019-06-09,ABILENE-SWEETWATER TX,163
2019-06-09,ALEXANDRIA LA,220
2019-06-09,AMARILLO TX,257
2019-06-09,AUSTIN TX,226
2019-06-09,All Other Suddenlink DMA Total,630
2019-06-09,BLUEFIELD-BECKLEY-OAK HILL WV,172
2019-06-09,CHARLESTON-HUNTINGTON WV,402
2019-06-09,DALLAS-FT WORTH TX,502
2019-06-09,EUREKA CA,79
2019-06-09,GREENVILLE-NEW BERN-WASH NC,134
2019-06-09,HOUSTON TX,422
2019-06-09,JONESBORO AR,96
2019-06-09,LAKE CHARLES LA,189
2019-06-09,LITTLE ROCK AR,220
2019-06-09,LUBBOCK TX,304
2019-06-09,MONROE-EL DORADO LA-AR,120
2019-06-09,"NEW YORK, NY",9191
2019-06-09,ODESSA-MIDLAND TX,207
2019-06-09,OKLAHOMA CITY OK,240
2019-06-09,PARKERSBURG WV,112
2019-06-09,PHOENIX AZ,314
2019-06-09,RALEIGH-DURHAM NC,58
2019-06-09,SAN ANGELO TX,113
2019-06-09,SHREVEPORT LA,252
2019-06-09,SPRINGFIELD MO,185
2019-06-09,ST JOSEPH MO,74
2019-06-09,TULSA OK,70
2019-06-09,TYLER-LONGVIEW TX,424
2019-06-09,VICTORIA TX,56
2019-06-09,WACO-TEMPLE-BRYAN TX,154
2019-06-16,ABILENE-SWEETWATER TX,185
2019-06-16,ALEXANDRIA LA,231
2019-06-16,AMARILLO TX,231
2019-06-16,AUSTIN TX,197
2019-06-16,All Other Suddenlink DMA Total,677
2019-06-16,BLUEFIELD-BECKLEY-OAK HILL WV,199
2019-06-16,CHARLESTON-HUNTINGTON WV,466
2019-06-16,DALLAS-FT WORTH TX,519
2019-06-16,EUREKA CA,85
2019-06-16,GREENVILLE-NEW BERN-WASH NC,143
2019-06-16,HOUSTON TX,412
2019-06-16,JONESBORO AR,97
2019-06-16,LAKE CHARLES LA,159
2019-06-16,LITTLE ROCK AR,270
2019-06-16,LUBBOCK TX,336
2019-06-16,MONROE-EL DORADO LA-AR,109
2019-06-16,"NEW YORK, NY",9309
2019-06-16,ODESSA-MIDLAND TX,273
2019-06-16,OKLAHOMA CITY OK,204
2019-06-16,PARKERSBURG WV,125
2019-06-16,PHOENIX AZ,340
2019-06-16,RALEIGH-DURHAM NC,75
2019-06-16,SAN ANGELO TX,120
2019-06-16,SHREVEPORT LA,227
2019-06-16,SPRINGFIELD MO,158
2019-06-16,ST JOSEPH MO,91
2019-06-16,TULSA OK,86
2019-06-16,TYLER-LONGVIEW TX,416
2019-06-16,VICTORIA TX,73
2019-06-16,WACO-TEMPLE-BRYAN TX,226
2019-06-23,ABILENE-SWEETWATER TX,141
2019-06-23,ALEXANDRIA LA,231
2019-06-23,AMARILLO TX,279
2019-06-23,AUSTIN TX,237
2019-06-23,All Other Suddenlink DMA Total,642
2019-06-23,BLUEFIELD-BECKLEY-OAK HILL WV,192
2019-06-23,CHARLESTON-HUNTINGTON WV,424
2019-06-23,DALLAS-FT WORTH TX,498
2019-06-23,EUREKA CA,85
2019-06-23,GREENVILLE-NEW BERN-WASH NC,183
2019-06-23,HOUSTON TX,368
2019-06-23,JONESBORO AR,92
2019-06-23,LAKE CHARLES LA,181
2019-06-23,LITTLE ROCK AR,258
2019-06-23,LUBBOCK TX,318
2019-06-23,MONROE-EL DORADO LA-AR,107
2019-06-23,"NEW YORK, NY",9755
2019-06-23,ODESSA-MIDLAND TX,234
2019-06-23,OKLAHOMA CITY OK,191
2019-06-23,PARKERSBURG WV,134
2019-06-23,PHOENIX AZ,335
2019-06-23,RALEIGH-DURHAM NC,113
2019-06-23,SAN ANGELO TX,128
2019-06-23,SHREVEPORT LA,268
2019-06-23,SPRINGFIELD MO,174
2019-06-23,ST JOSEPH MO,79
2019-06-23,TULSA OK,93
2019-06-23,TYLER-LONGVIEW TX,404
2019-06-23,VICTORIA TX,69
2019-06-23,WACO-TEMPLE-BRYAN TX,159
2019-06-30,ABILENE-SWEETWATER TX,145
2019-06-30,ALEXANDRIA LA,186
2019-06-30,AMARILLO TX,189
2019-06-30,AUSTIN TX,178
2019-06-30,All Other Suddenlink DMA Total,545
2019-06-30,BLUEFIELD-BECKLEY-OAK HILL WV,195
2019-06-30,CHARLESTON-HUNTINGTON WV,452
2019-06-30,DALLAS-FT WORTH TX,397
2019-06-30,EUREKA CA,94
2019-06-30,GREENVILLE-NEW BERN-WASH NC,180
2019-06-30,HOUSTON TX,421
2019-06-30,JONESBORO AR,89
2019-06-30,LAKE CHARLES LA,142
2019-06-30,LITTLE ROCK AR,204
2019-06-30,LUBBOCK TX,323
2019-06-30,MONROE-EL DORADO LA-AR,100
2019-06-30,"NEW YORK, NY",8870
2019-06-30,ODESSA-MIDLAND TX,212
2019-06-30,OKLAHOMA CITY OK,184
2019-06-30,PARKERSBURG WV,127
2019-06-30,PHOENIX AZ,327
2019-06-30,RALEIGH-DURHAM NC,92
2019-06-30,SAN ANGELO TX,119
2019-06-30,SHREVEPORT LA,227
2019-06-30,SPRINGFIELD MO,139
2019-06-30,ST JOSEPH MO,77
2019-06-30,TULSA OK,80
2019-06-30,TYLER-LONGVIEW TX,413
2019-06-30,VICTORIA TX,58
2019-06-30,WACO-TEMPLE-BRYAN TX,170
2019-07-07,ABILENE-SWEETWATER TX,188
2019-07-07,ALEXANDRIA LA,264
2019-07-07,AMARILLO TX,334
2019-07-07,AUSTIN TX,248
2019-07-07,All Other Suddenlink DMA Total,724
2019-07-07,BLUEFIELD-BECKLEY-OAK HILL WV,297
2019-07-07,CHARLESTON-HUNTINGTON WV,594
2019-07-07,DALLAS-FT WORTH TX,503
2019-07-07,EUREKA CA,96
2019-07-07,GREENVILLE-NEW BERN-WASH NC,233
2019-07-07,HOUSTON TX,504
2019-07-07,JONESBORO AR,118
2019-07-07,LAKE CHARLES LA,245
2019-07-07,LITTLE ROCK AR,313
2019-07-07,LUBBOCK TX,396
2019-07-07,MONROE-EL DORADO LA-AR,158
2019-07-07,"NEW YORK, NY",9798
2019-07-07,ODESSA-MIDLAND TX,294
2019-07-07,OKLAHOMA CITY OK,198
2019-07-07,PARKERSBURG WV,143
2019-07-07,PHOENIX AZ,411
2019-07-07,RALEIGH-DURHAM NC,105
2019-07-07,SAN ANGELO TX,150
2019-07-07,SHREVEPORT LA,276
2019-07-07,SPRINGFIELD MO,241
2019-07-07,ST JOSEPH MO,91
2019-07-07,TULSA OK,75
2019-07-07,TYLER-LONGVIEW TX,421
2019-07-07,VICTORIA TX,77
2019-07-07,WACO-TEMPLE-BRYAN TX,199
2019-07-14,ABILENE-SWEETWATER TX,211
2019-07-14,ALEXANDRIA LA,293
2019-07-14,AMARILLO TX,259
2019-07-14,AUSTIN TX,254
2019-07-14,All Other Suddenlink DMA Total,723
2019-07-14,BLUEFIELD-BECKLEY-OAK HILL WV,275
2019-07-14,CHARLESTON-HUNTINGTON WV,510
2019-07-14,DALLAS-FT WORTH TX,509
2019-07-14,EUREKA CA,100
2019-07-14,GREENVILLE-NEW BERN-WASH NC,199
2019-07-14,HOUSTON TX,434
2019-07-14,JONESBORO AR,109
2019-07-14,LAKE CHARLES LA,195
2019-07-14,LITTLE ROCK AR,317
2019-07-14,LUBBOCK TX,443
2019-07-14,MONROE-EL DORADO LA-AR,103
2019-07-14,"NEW YORK, NY",9361
2019-07-14,ODESSA-MIDLAND TX,295
2019-07-14,OKLAHOMA CITY OK,217
2019-07-14,PARKERSBURG WV,166
2019-07-14,PHOENIX AZ,439
2019-07-14,RALEIGH-DURHAM NC,92
2019-07-14,SAN ANGELO TX,126
2019-07-14,SHREVEPORT LA,261
2019-07-14,SPRINGFIELD MO,202
2019-07-14,ST JOSEPH MO,104
2019-07-14,TULSA OK,71
2019-07-14,TYLER-LONGVIEW TX,484
2019-07-14,VICTORIA TX,68
2019-07-14,WACO-TEMPLE-BRYAN TX,239
2019-07-21,ABILENE-SWEETWATER TX,174
2019-07-21,ALEXANDRIA LA,280
2019-07-21,AMARILLO TX,282
2019-07-21,AUSTIN TX,228
2019-07-21,All Other Suddenlink DMA Total,632
2019-07-21,BLUEFIELD-BECKLEY-OAK HILL WV,254
2019-07-21,CHARLESTON-HUNTINGTON WV,473
2019-07-21,DALLAS-FT WORTH TX,545
2019-07-21,EUREKA CA,78
2019-07-21,GREENVILLE-NEW BERN-WASH NC,205
2019-07-21,HOUSTON TX,464
2019-07-21,JONESBORO AR,102
2019-07-21,LAKE CHARLES LA,170
2019-07-21,LITTLE ROCK AR,287
2019-07-21,LUBBOCK TX,388
2019-07-21,MONROE-EL DORADO LA-AR,139
2019-07-21,"NEW YORK, NY",9414
2019-07-21,ODESSA-MIDLAND TX,242
2019-07-21,OKLAHOMA CITY OK,210
2019-07-21,PARKERSBURG WV,148
2019-07-21,PHOENIX AZ,403
2019-07-21,RALEIGH-DURHAM NC,100
2019-07-21,SAN ANGELO TX,125
2019-07-21,SHREVEPORT LA,303
2019-07-21,SPRINGFIELD MO,196
2019-07-21,ST JOSEPH MO,86
2019-07-21,TULSA OK,88
2019-07-21,TYLER-LONGVIEW TX,405
2019-07-21,VICTORIA TX,59
2019-07-21,WACO-TEMPLE-BRYAN TX,325
2019-07-28,ABILENE-SWEETWATER TX,190
2019-07-28,ALEXANDRIA LA,320
2019-07-28,AMARILLO TX,261
2019-07-28,AUSTIN TX,211
2019-07-28,All Other Suddenlink DMA Total,796
2019-07-28,BLUEFIELD-BECKLEY-OAK HILL WV,229
2019-07-28,CHARLESTON-HUNTINGTON WV,508
2019-07-28,DALLAS-FT WORTH TX,561
2019-07-28,EUREKA CA,102
2019-07-28,GREENVILLE-NEW BERN-WASH NC,201
2019-07-28,HOUSTON TX,462
2019-07-28,JONESBORO AR,127
2019-07-28,LAKE CHARLES LA,174
2019-07-28,LITTLE ROCK AR,310
2019-07-28,LUBBOCK TX,525
2019-07-28,MONROE-EL DORADO LA-AR,130
2019-07-28,"NEW YORK, NY",10615
2019-07-28,ODESSA-MIDLAND TX,294
2019-07-28,OKLAHOMA CITY OK,283
2019-07-28,PARKERSBURG WV,164
2019-07-28,PHOENIX AZ,391
2019-07-28,RALEIGH-DURHAM NC,85
2019-07-28,SAN ANGELO TX,130
2019-07-28,SHREVEPORT LA,281
2019-07-28,SPRINGFIELD MO,177
2019-07-28,ST JOSEPH MO,81
2019-07-28,TULSA OK,89
2019-07-28,TYLER-LONGVIEW TX,518
2019-07-28,VICTORIA TX,63
2019-07-28,WACO-TEMPLE-BRYAN TX,435
2019-08-04,ABILENE-SWEETWATER TX,282
2019-08-04,ALEXANDRIA LA,307
2019-08-04,AMARILLO TX,381
2019-08-04,AUSTIN TX,280
2019-08-04,All Other Suddenlink DMA Total,844
2019-08-04,BLUEFIELD-BECKLEY-OAK HILL WV,308
2019-08-04,CHARLESTON-HUNTINGTON WV,641
2019-08-04,DALLAS-FT WORTH TX,669
2019-08-04,EUREKA CA,96
2019-08-04,GREENVILLE-NEW BERN-WASH NC,225
2019-08-04,HOUSTON TX,625
2019-08-04,JONESBORO AR,161
2019-08-04,LAKE CHARLES LA,227
2019-08-04,LITTLE ROCK AR,344
2019-08-04,LUBBOCK TX,553
2019-08-04,MONROE-EL DORADO LA-AR,143
2019-08-04,"NEW YORK, NY",11472
2019-08-04,ODESSA-MIDLAND TX,314
2019-08-04,OKLAHOMA CITY OK,403
2019-08-04,PARKERSBURG WV,190
2019-08-04,PHOENIX AZ,467
2019-08-04,RALEIGH-DURHAM NC,93
2019-08-04,SAN ANGELO TX,157
2019-08-04,SHREVEPORT LA,322
2019-08-04,SPRINGFIELD MO,228
2019-08-04,ST JOSEPH MO,111
2019-08-04,TULSA OK,96
2019-08-04,TYLER-LONGVIEW TX,589
2019-08-04,VICTORIA TX,90
2019-08-04,WACO-TEMPLE-BRYAN TX,476
2019-08-11,ABILENE-SWEETWATER TX,291
2019-08-11,ALEXANDRIA LA,328
2019-08-11,AMARILLO TX,354
2019-08-11,AUSTIN TX,283
2019-08-11,All Other Suddenlink DMA Total,905
2019-08-11,BLUEFIELD-BECKLEY-OAK HILL WV,276
2019-08-11,CHARLESTON-HUNTINGTON WV,554
2019-08-11,DALLAS-FT WORTH TX,624
2019-08-11,EUREKA CA,135
2019-08-11,GREENVILLE-NEW BERN-WASH NC,232
2019-08-11,HOUSTON TX,586
2019-08-11,JONESBORO AR,149
2019-08-11,LAKE CHARLES LA,252
2019-08-11,LITTLE ROCK AR,331
2019-08-11,LUBBOCK TX,648
2019-08-11,MONROE-EL DORADO LA-AR,193
2019-08-11,"NEW YORK, NY",10698
2019-08-11,ODESSA-MIDLAND TX,293
2019-08-11,OKLAHOMA CITY OK,315
2019-08-11,PARKERSBURG WV,205
2019-08-11,PHOENIX AZ,462
2019-08-11,RALEIGH-DURHAM NC,92
2019-08-11,SAN ANGELO TX,147
2019-08-11,SHREVEPORT LA,367
2019-08-11,SPRINGFIELD MO,233
2019-08-11,ST JOSEPH MO,109
2019-08-11,TULSA OK,98
2019-08-11,TYLER-LONGVIEW TX,594
2019-08-11,VICTORIA TX,104
2019-08-11,WACO-TEMPLE-BRYAN TX,410
2019-08-18,ABILENE-SWEETWATER TX,230
2019-08-18,ALEXANDRIA LA,280
2019-08-18,AMARILLO TX,346
2019-08-18,AUSTIN TX,270
2019-08-18,All Other Suddenlink DMA Total,839
2019-08-18,BLUEFIELD-BECKLEY-OAK HILL WV,286
2019-08-18,CHARLESTON-HUNTINGTON WV,580
2019-08-18,DALLAS-FT WORTH TX,509
2019-08-18,EUREKA CA,127
2019-08-18,GREENVILLE-NEW BERN-WASH NC,230
2019-08-18,HOUSTON TX,523
2019-08-18,JONESBORO AR,142
2019-08-18,LAKE CHARLES LA,221
2019-08-18,LITTLE ROCK AR,380
2019-08-18,LUBBOCK TX,541
2019-08-18,MONROE-EL DORADO LA-AR,173
2019-08-18,"NEW YORK, NY",10154
2019-08-18,ODESSA-MIDLAND TX,306
2019-08-18,OKLAHOMA CITY OK,280
2019-08-18,PARKERSBURG WV,191
2019-08-18,PHOENIX AZ,395
2019-08-18,RALEIGH-DURHAM NC,116
2019-08-18,SAN ANGELO TX,151
2019-08-18,SHREVEPORT LA,295
2019-08-18,SPRINGFIELD MO,285
2019-08-18,ST JOSEPH MO,156
2019-08-18,TULSA OK,100
2019-08-18,TYLER-LONGVIEW TX,595
2019-08-18,VICTORIA TX,95
2019-08-18,WACO-TEMPLE-BRYAN TX,362
2019-08-25,ABILENE-SWEETWATER TX,238
2019-08-25,ALEXANDRIA LA,388
2019-08-25,AMARILLO TX,356
2019-08-25,AUSTIN TX,224
2019-08-25,All Other Suddenlink DMA Total,862
2019-08-25,BLUEFIELD-BECKLEY-OAK HILL WV,292
2019-08-25,CHARLESTON-HUNTINGTON WV,657
2019-08-25,DALLAS-FT WORTH TX,606
2019-08-25,EUREKA CA,106
2019-08-25,GREENVILLE-NEW BERN-WASH NC,291
2019-08-25,HOUSTON TX,511
2019-08-25,JONESBORO AR,161
2019-08-25,LAKE CHARLES LA,195
2019-08-25,LITTLE ROCK AR,393
2019-08-25,LUBBOCK TX,492
2019-08-25,MONROE-EL DORADO LA-AR,179
2019-08-25,"NEW YORK, NY",10620
2019-08-25,ODESSA-MIDLAND TX,321
2019-08-25,OKLAHOMA CITY OK,318
2019-08-25,PARKERSBURG WV,166
2019-08-25,PHOENIX AZ,445
2019-08-25,RALEIGH-DURHAM NC,137
2019-08-25,SAN ANGELO TX,150
2019-08-25,SHREVEPORT LA,320
2019-08-25,SPRINGFIELD MO,253
2019-08-25,ST JOSEPH MO,102
2019-08-25,TULSA OK,128
2019-08-25,TYLER-LONGVIEW TX,540
2019-08-25,VICTORIA TX,72
2019-08-25,WACO-TEMPLE-BRYAN TX,232
2019-09-01,ABILENE-SWEETWATER TX,8
2019-09-01,ALEXANDRIA LA,11
2019-09-01,AMARILLO TX,7
2019-09-01,AUSTIN TX,9
2019-09-01,All Other Suddenlink DMA Total,19
2019-09-01,BLUEFIELD-BECKLEY-OAK HILL WV,6
2019-09-01,CHARLESTON-HUNTINGTON WV,16
2019-09-01,DALLAS-FT WORTH TX,24
2019-09-01,EUREKA CA,11
2019-09-01,GREENVILLE-NEW BERN-WASH NC,27
2019-09-01,HOUSTON TX,15
2019-09-01,JONESBORO AR,1
2019-09-01,LAKE CHARLES LA,18
2019-09-01,LITTLE ROCK AR,19
2019-09-01,LUBBOCK TX,11
2019-09-01,MONROE-EL DORADO LA-AR,10
2019-09-01,"NEW YORK, NY",4441
2019-09-01,ODESSA-MIDLAND TX,4
2019-09-01,OKLAHOMA CITY OK,6
2019-09-01,PARKERSBURG WV,5
2019-09-01,PHOENIX AZ,14
2019-09-01,RALEIGH-DURHAM NC,5
2019-09-01,SAN ANGELO TX,10
2019-09-01,SHREVEPORT LA,16
2019-09-01,SPRINGFIELD MO,2
2019-09-01,ST JOSEPH MO,4
2019-09-01,TULSA OK,2
2019-09-01,TYLER-LONGVIEW TX,14
2019-09-01,VICTORIA TX,3
2019-09-01,WACO-TEMPLE-BRYAN TX,21
2019-09-08,ABILENE-SWEETWATER TX,20
2019-09-08,ALEXANDRIA LA,26
2019-09-08,AMARILLO TX,20
2019-09-08,AUSTIN TX,20
2019-09-08,All Other Suddenlink DMA Total,52
2019-09-08,BLUEFIELD-BECKLEY-OAK HILL WV,12
2019-09-08,CHARLESTON-HUNTINGTON WV,64
2019-09-08,DALLAS-FT WORTH TX,26
2019-09-08,EUREKA CA,12
2019-09-08,GREENVILLE-NEW BERN-WASH NC,69
2019-09-08,HOUSTON TX,46
2019-09-08,JONESBORO AR,10
2019-09-08,LAKE CHARLES LA,28
2019-09-08,LITTLE ROCK AR,26
2019-09-08,LUBBOCK TX,38
