period,mmm_b2c_acq_dma,gross_add_tot,gross_add_true
2017-05-14,ST JOSEPH MO,110,78
2017-05-14,TULSA OK,94,73
2017-05-14,TYLER-LONGVIEW TX,449,322
2017-05-14,VICTORIA TX,96,72
2017-05-14,WACO-TEMPLE-BRYAN TX,229,163
2017-05-21,ABILENE-SWEETWATER TX,313,223
2017-05-21,ALEXANDRIA LA,211,165
2017-05-21,AMARILLO TX,418,252
2017-05-21,AUSTIN TX,211,168
2017-05-21,All Other Suddenlink DMA Total,759,531
2017-05-21,BLUEFIELD-BECKLEY-OAK HILL WV,167,125
2017-05-21,CHARLESTON-HUNTINGTON WV,445,329
2017-05-21,DALLAS-FT WORTH TX,387,318
2017-05-21,EUREKA CA,175,123
2017-05-21,GREENVILLE-NEW BERN-WASH NC,427,328
2017-05-21,HOUSTON TX,432,337
2017-05-21,JONESBORO AR,144,100
2017-05-21,LAKE CHARLES LA,240,182
2017-05-21,LITTLE ROCK AR,306,229
2017-05-21,LUBBOCK TX,373,243
2017-05-21,MONROE-EL DORADO LA-AR,122,85
2017-05-21,ODESSA-MIDLAND TX,239,194
2017-05-21,OKLAHOMA CITY OK,354,247
2017-05-21,PARKERSBURG WV,144,102
2017-05-21,PHOENIX AZ,556,424
2017-05-21,RALEIGH-DURHAM NC,107,91
2017-05-21,SAN ANGELO TX,220,165
2017-05-21,SHREVEPORT LA,256,181
2017-05-21,SPRINGFIELD MO,242,180
2017-05-21,ST JOSEPH MO,145,102
2017-05-21,TULSA OK,102,78
2017-05-21,TYLER-LONGVIEW TX,460,318
2017-05-21,VICTORIA TX,118,86
2017-05-21,WACO-TEMPLE-BRYAN TX,286,188
2017-05-28,ABILENE-SWEETWATER TX,357,228
2017-05-28,ALEXANDRIA LA,240,174
2017-05-28,AMARILLO TX,409,238
2017-05-28,AUSTIN TX,238,197
2017-05-28,All Other Suddenlink DMA Total,762,528
2017-05-28,BLUEFIELD-BECKLEY-OAK HILL WV,176,130
2017-05-28,CHARLESTON-HUNTINGTON WV,452,316
2017-05-28,DALLAS-FT WORTH TX,401,338
2017-05-28,EUREKA CA,168,105
2017-05-28,GREENVILLE-NEW BERN-WASH NC,428,316
2017-05-28,HOUSTON TX,440,339
2017-05-28,JONESBORO AR,139,84
2017-05-28,LAKE CHARLES LA,264,187
2017-05-28,LITTLE ROCK AR,301,216
2017-05-28,LUBBOCK TX,432,287
2017-05-28,MONROE-EL DORADO LA-AR,138,105
2017-05-28,ODESSA-MIDLAND TX,227,169
2017-05-28,OKLAHOMA CITY OK,605,382
2017-05-28,PARKERSBURG WV,134,83
2017-05-28,PHOENIX AZ,565,405
2017-05-28,RALEIGH-DURHAM NC,107,88
2017-05-28,SAN ANGELO TX,226,149
2017-05-28,SHREVEPORT LA,267,193
2017-05-28,SPRINGFIELD MO,249,180
2017-05-28,ST JOSEPH MO,133,91
2017-05-28,TULSA OK,101,71
2017-05-28,TYLER-LONGVIEW TX,525,342
2017-05-28,VICTORIA TX,137,88
2017-05-28,WACO-TEMPLE-BRYAN TX,332,211
2017-06-04,ABILENE-SWEETWATER TX,437,318
2017-06-04,ALEXANDRIA LA,255,206
2017-06-04,AMARILLO TX,490,348
2017-06-04,AUSTIN TX,275,227
2017-06-04,All Other Suddenlink DMA Total,903,645
2017-06-04,BLUEFIELD-BECKLEY-OAK HILL WV,184,153
2017-06-04,CHARLESTON-HUNTINGTON WV,519,400
2017-06-04,DALLAS-FT WORTH TX,427,364
2017-06-04,EUREKA CA,198,154
2017-06-04,GREENVILLE-NEW BERN-WASH NC,462,367
2017-06-04,HOUSTON TX,492,381
2017-06-04,JONESBORO AR,207,146
2017-06-04,LAKE CHARLES LA,294,232
2017-06-04,LITTLE ROCK AR,376,292
2017-06-04,LUBBOCK TX,681,440
2017-06-04,MONROE-EL DORADO LA-AR,198,156
2017-06-04,ODESSA-MIDLAND TX,247,199
2017-06-04,OKLAHOMA CITY OK,442,312
2017-06-04,PARKERSBURG WV,136,108
2017-06-04,PHOENIX AZ,583,454
2017-06-04,RALEIGH-DURHAM NC,131,116
2017-06-04,SAN ANGELO TX,249,181
2017-06-04,SHREVEPORT LA,283,225
2017-06-04,SPRINGFIELD MO,272,216
2017-06-04,ST JOSEPH MO,140,101
2017-06-04,TULSA OK,110,90
2017-06-04,TYLER-LONGVIEW TX,617,451
2017-06-04,VICTORIA TX,136,92
2017-06-04,WACO-TEMPLE-BRYAN TX,346,250
2017-06-11,ABILENE-SWEETWATER TX,583,495
2017-06-11,ALEXANDRIA LA,247,197
2017-06-11,AMARILLO TX,390,259
2017-06-11,AUSTIN TX,260,216
2017-06-11,All Other Suddenlink DMA Total,796,554
2017-06-11,BLUEFIELD-BECKLEY-OAK HILL WV,155,119
2017-06-11,CHARLESTON-HUNTINGTON WV,473,346
2017-06-11,DALLAS-FT WORTH TX,446,386
2017-06-11,EUREKA CA,198,149
2017-06-11,GREENVILLE-NEW BERN-WASH NC,478,368
2017-06-11,HOUSTON TX,450,374
2017-06-11,JONESBORO AR,131,90
2017-06-11,LAKE CHARLES LA,312,261
2017-06-11,LITTLE ROCK AR,315,259
2017-06-11,LUBBOCK TX,419,301
2017-06-11,MONROE-EL DORADO LA-AR,154,112
2017-06-11,ODESSA-MIDLAND TX,230,196
2017-06-11,OKLAHOMA CITY OK,322,242
2017-06-11,PARKERSBURG WV,119,92
2017-06-11,PHOENIX AZ,555,441
2017-06-11,RALEIGH-DURHAM NC,83,66
2017-06-11,SAN ANGELO TX,261,194
2017-06-11,SHREVEPORT LA,264,209
2017-06-11,SPRINGFIELD MO,217,181
2017-06-11,ST JOSEPH MO,122,83
2017-06-11,TULSA OK,92,73
2017-06-11,TYLER-LONGVIEW TX,603,427
2017-06-11,VICTORIA TX,133,97
2017-06-11,WACO-TEMPLE-BRYAN TX,318,222
2017-06-18,ABILENE-SWEETWATER TX,349,251
2017-06-18,ALEXANDRIA LA,228,181
2017-06-18,AMARILLO TX,448,305
2017-06-18,AUSTIN TX,239,190
2017-06-18,All Other Suddenlink DMA Total,801,594
2017-06-18,BLUEFIELD-BECKLEY-OAK HILL WV,185,143
2017-06-18,CHARLESTON-HUNTINGTON WV,498,367
2017-06-18,DALLAS-FT WORTH TX,368,323
2017-06-18,EUREKA CA,202,150
2017-06-18,GREENVILLE-NEW BERN-WASH NC,490,382
2017-06-18,HOUSTON TX,441,360
2017-06-18,JONESBORO AR,175,129
2017-06-18,LAKE CHARLES LA,255,210
2017-06-18,LITTLE ROCK AR,318,249
2017-06-18,LUBBOCK TX,429,324
2017-06-18,MONROE-EL DORADO LA-AR,141,105
2017-06-18,ODESSA-MIDLAND TX,247,206
2017-06-18,OKLAHOMA CITY OK,327,251
2017-06-18,PARKERSBURG WV,117,90
2017-06-18,PHOENIX AZ,539,422
2017-06-18,RALEIGH-DURHAM NC,117,98
2017-06-18,SAN ANGELO TX,272,207
2017-06-18,SHREVEPORT LA,254,210
2017-06-18,SPRINGFIELD MO,264,212
2017-06-18,ST JOSEPH MO,118,89
2017-06-18,TULSA OK,87,65
2017-06-18,TYLER-LONGVIEW TX,556,429
2017-06-18,VICTORIA TX,101,82
2017-06-18,WACO-TEMPLE-BRYAN TX,325,235
2017-06-25,ABILENE-SWEETWATER TX,407,295
2017-06-25,ALEXANDRIA LA,251,194
2017-06-25,AMARILLO TX,499,316
2017-06-25,AUSTIN TX,268,215
2017-06-25,All Other Suddenlink DMA Total,925,644
2017-06-25,BLUEFIELD-BECKLEY-OAK HILL WV,197,152
2017-06-25,CHARLESTON-HUNTINGTON WV,538,406
2017-06-25,DALLAS-FT WORTH TX,440,368
2017-06-25,EUREKA CA,200,145
2017-06-25,GREENVILLE-NEW BERN-WASH NC,525,389
2017-06-25,HOUSTON TX,504,392
2017-06-25,JONESBORO AR,183,105
2017-06-25,LAKE CHARLES LA,239,183
2017-06-25,LITTLE ROCK AR,303,221
2017-06-25,LUBBOCK TX,604,427
2017-06-25,MONROE-EL DORADO LA-AR,124,86
2017-06-25,ODESSA-MIDLAND TX,244,200
2017-06-25,OKLAHOMA CITY OK,339,237
2017-06-25,PARKERSBURG WV,150,106
2017-06-25,PHOENIX AZ,577,417
2017-06-25,RALEIGH-DURHAM NC,120,107
2017-06-25,SAN ANGELO TX,247,167
2017-06-25,SHREVEPORT LA,292,225
2017-06-25,SPRINGFIELD MO,242,184
2017-06-25,ST JOSEPH MO,140,92
2017-06-25,TULSA OK,97,73
2017-06-25,TYLER-LONGVIEW TX,606,414
2017-06-25,VICTORIA TX,145,95
2017-06-25,WACO-TEMPLE-BRYAN TX,329,210
2017-07-02,ABILENE-SWEETWATER TX,333,241
2017-07-02,ALEXANDRIA LA,254,185
2017-07-02,AMARILLO TX,471,306
2017-07-02,AUSTIN TX,228,184
2017-07-02,All Other Suddenlink DMA Total,782,541
2017-07-02,BLUEFIELD-BECKLEY-OAK HILL WV,212,167
2017-07-02,CHARLESTON-HUNTINGTON WV,560,432
2017-07-02,DALLAS-FT WORTH TX,417,358
2017-07-02,EUREKA CA,167,119
2017-07-02,GREENVILLE-NEW BERN-WASH NC,521,405
2017-07-02,HOUSTON TX,511,395
2017-07-02,JONESBORO AR,132,90
2017-07-02,LAKE CHARLES LA,235,180
2017-07-02,LITTLE ROCK AR,276,209
2017-07-02,LUBBOCK TX,460,314
2017-07-02,MONROE-EL DORADO LA-AR,126,88
2017-07-02,ODESSA-MIDLAND TX,219,168
2017-07-02,OKLAHOMA CITY OK,324,242
2017-07-02,PARKERSBURG WV,140,102
2017-07-02,PHOENIX AZ,552,431
2017-07-02,RALEIGH-DURHAM NC,123,104
2017-07-02,SAN ANGELO TX,237,163
2017-07-02,SHREVEPORT LA,270,176
2017-07-02,SPRINGFIELD MO,230,186
2017-07-02,ST JOSEPH MO,112,76
2017-07-02,TULSA OK,98,73
2017-07-02,TYLER-LONGVIEW TX,512,360
2017-07-02,VICTORIA TX,118,79
2017-07-02,WACO-TEMPLE-BRYAN TX,328,225
2017-07-09,ABILENE-SWEETWATER TX,367,271
2017-07-09,ALEXANDRIA LA,237,187
2017-07-09,AMARILLO TX,483,326
2017-07-09,AUSTIN TX,225,185
2017-07-09,All Other Suddenlink DMA Total,903,644
2017-07-09,BLUEFIELD-BECKLEY-OAK HILL WV,207,178
2017-07-09,CHARLESTON-HUNTINGTON WV,502,392
2017-07-09,DALLAS-FT WORTH TX,441,386
2017-07-09,EUREKA CA,197,151
2017-07-09,GREENVILLE-NEW BERN-WASH NC,541,432
2017-07-09,HOUSTON TX,470,383
2017-07-09,JONESBORO AR,165,104
2017-07-09,LAKE CHARLES LA,249,189
2017-07-09,LITTLE ROCK AR,373,280
2017-07-09,LUBBOCK TX,464,341
2017-07-09,MONROE-EL DORADO LA-AR,169,115
2017-07-09,ODESSA-MIDLAND TX,223,185
2017-07-09,OKLAHOMA CITY OK,352,272
2017-07-09,PARKERSBURG WV,137,100
2017-07-09,PHOENIX AZ,566,455
2017-07-09,RALEIGH-DURHAM NC,108,90
2017-07-09,SAN ANGELO TX,279,212
2017-07-09,SHREVEPORT LA,282,218
2017-07-09,SPRINGFIELD MO,241,199
2017-07-09,ST JOSEPH MO,104,70
2017-07-09,TULSA OK,104,87
2017-07-09,TYLER-LONGVIEW TX,547,406
2017-07-09,VICTORIA TX,142,102
2017-07-09,WACO-TEMPLE-BRYAN TX,515,372
2017-07-16,ABILENE-SWEETWATER TX,329,247
2017-07-16,ALEXANDRIA LA,245,190
2017-07-16,AMARILLO TX,487,356
2017-07-16,AUSTIN TX,244,207
2017-07-16,All Other Suddenlink DMA Total,849,631
2017-07-16,BLUEFIELD-BECKLEY-OAK HILL WV,233,192
2017-07-16,CHARLESTON-HUNTINGTON WV,547,453
2017-07-16,DALLAS-FT WORTH TX,458,394
2017-07-16,EUREKA CA,164,124
2017-07-16,GREENVILLE-NEW BERN-WASH NC,541,447
2017-07-16,HOUSTON TX,469,387
2017-07-16,JONESBORO AR,164,124
2017-07-16,LAKE CHARLES LA,217,171
2017-07-16,LITTLE ROCK AR,340,261
2017-07-16,LUBBOCK TX,485,357
2017-07-16,MONROE-EL DORADO LA-AR,129,101
2017-07-16,ODESSA-MIDLAND TX,211,171
2017-07-16,OKLAHOMA CITY OK,303,241
2017-07-16,PARKERSBURG WV,135,99
2017-07-16,PHOENIX AZ,512,404
2017-07-16,RALEIGH-DURHAM NC,131,109
2017-07-16,SAN ANGELO TX,254,197
2017-07-16,SHREVEPORT LA,255,205
2017-07-16,SPRINGFIELD MO,241,199
2017-07-16,ST JOSEPH MO,131,95
2017-07-16,TULSA OK,96,70
2017-07-16,TYLER-LONGVIEW TX,543,405
2017-07-16,VICTORIA TX,145,104
2017-07-16,WACO-TEMPLE-BRYAN TX,596,406
2017-07-23,ABILENE-SWEETWATER TX,284,217
2017-07-23,ALEXANDRIA LA,210,160
2017-07-23,AMARILLO TX,389,257
2017-07-23,AUSTIN TX,236,200
2017-07-23,All Other Suddenlink DMA Total,813,570
2017-07-23,BLUEFIELD-BECKLEY-OAK HILL WV,193,153
2017-07-23,CHARLESTON-HUNTINGTON WV,535,420
2017-07-23,DALLAS-FT WORTH TX,431,376
2017-07-23,EUREKA CA,158,113
2017-07-23,GREENVILLE-NEW BERN-WASH NC,496,380
2017-07-23,HOUSTON TX,499,384
2017-07-23,JONESBORO AR,150,103
2017-07-23,LAKE CHARLES LA,210,167
2017-07-23,LITTLE ROCK AR,332,260
2017-07-23,LUBBOCK TX,465,338
2017-07-23,MONROE-EL DORADO LA-AR,120,101
2017-07-23,ODESSA-MIDLAND TX,209,166
2017-07-23,OKLAHOMA CITY OK,402,290
2017-07-23,PARKERSBURG WV,139,95
2017-07-23,PHOENIX AZ,514,389
2017-07-23,RALEIGH-DURHAM NC,103,89
2017-07-23,SAN ANGELO TX,261,187
2017-07-23,SHREVEPORT LA,284,219
2017-07-23,SPRINGFIELD MO,207,161
2017-07-23,ST JOSEPH MO,137,93
2017-07-23,TULSA OK,102,78
2017-07-23,TYLER-LONGVIEW TX,625,434
2017-07-23,VICTORIA TX,113,84
2017-07-23,WACO-TEMPLE-BRYAN TX,726,435
2017-07-30,ABILENE-SWEETWATER TX,404,279
2017-07-30,ALEXANDRIA LA,278,226
2017-07-30,AMARILLO TX,465,310
2017-07-30,AUSTIN TX,255,214
2017-07-30,All Other Suddenlink DMA Total,965,701
2017-07-30,BLUEFIELD-BECKLEY-OAK HILL WV,227,167
2017-07-30,CHARLESTON-HUNTINGTON WV,566,441
2017-07-30,DALLAS-FT WORTH TX,497,426
2017-07-30,EUREKA CA,217,162
2017-07-30,GREENVILLE-NEW BERN-WASH NC,762,589
2017-07-30,HOUSTON TX,656,507
2017-07-30,JONESBORO AR,235,174
2017-07-30,LAKE CHARLES LA,275,210
2017-07-30,LITTLE ROCK AR,370,268
2017-07-30,LUBBOCK TX,686,496
2017-07-30,MONROE-EL DORADO LA-AR,142,111
2017-07-30,ODESSA-MIDLAND TX,215,181
2017-07-30,OKLAHOMA CITY OK,649,514
2017-07-30,PARKERSBURG WV,153,100
2017-07-30,PHOENIX AZ,605,466
2017-07-30,RALEIGH-DURHAM NC,165,143
2017-07-30,SAN ANGELO TX,294,208
2017-07-30,SHREVEPORT LA,298,233
2017-07-30,SPRINGFIELD MO,249,193
2017-07-30,ST JOSEPH MO,148,107
2017-07-30,TULSA OK,112,88
2017-07-30,TYLER-LONGVIEW TX,729,511
2017-07-30,VICTORIA TX,169,119
2017-07-30,WACO-TEMPLE-BRYAN TX,1099,758
2017-08-06,ABILENE-SWEETWATER TX,395,293
2017-08-06,ALEXANDRIA LA,251,186
2017-08-06,AMARILLO TX,452,327
2017-08-06,AUSTIN TX,222,183
2017-08-06,All Other Suddenlink DMA Total,957,671
2017-08-06,BLUEFIELD-BECKLEY-OAK HILL WV,228,182
2017-08-06,CHARLESTON-HUNTINGTON WV,578,463
2017-08-06,DALLAS-FT WORTH TX,457,391
2017-08-06,EUREKA CA,266,203
2017-08-06,GREENVILLE-NEW BERN-WASH NC,696,594
2017-08-06,HOUSTON TX,564,457
2017-08-06,JONESBORO AR,240,175
2017-08-06,LAKE CHARLES LA,323,252
2017-08-06,LITTLE ROCK AR,397,318
2017-08-06,LUBBOCK TX,622,478
2017-08-06,MONROE-EL DORADO LA-AR,190,146
2017-08-06,ODESSA-MIDLAND TX,214,171
2017-08-06,OKLAHOMA CITY OK,591,505
2017-08-06,PARKERSBURG WV,166,115
2017-08-06,PHOENIX AZ,641,535
2017-08-06,RALEIGH-DURHAM NC,133,115
2017-08-06,SAN ANGELO TX,242,178
2017-08-06,SHREVEPORT LA,305,255
2017-08-06,SPRINGFIELD MO,255,201
2017-08-06,ST JOSEPH MO,114,92
2017-08-06,TULSA OK,113,89
2017-08-06,TYLER-LONGVIEW TX,647,497
2017-08-06,VICTORIA TX,135,102
2017-08-06,WACO-TEMPLE-BRYAN TX,1109,841
2017-08-13,ABILENE-SWEETWATER TX,348,267
2017-08-13,ALEXANDRIA LA,267,221
2017-08-13,AMARILLO TX,491,359
2017-08-13,AUSTIN TX,238,194
2017-08-13,All Other Suddenlink DMA Total,980,681
2017-08-13,BLUEFIELD-BECKLEY-OAK HILL WV,204,170
2017-08-13,CHARLESTON-HUNTINGTON WV,494,395
2017-08-13,DALLAS-FT WORTH TX,458,405
2017-08-13,EUREKA CA,273,222
2017-08-13,GREENVILLE-NEW BERN-WASH NC,849,716
2017-08-13,HOUSTON TX,595,493
2017-08-13,JONESBORO AR,208,158
2017-08-13,LAKE CHARLES LA,259,210
2017-08-13,LITTLE ROCK AR,375,303
2017-08-13,LUBBOCK TX,636,502
2017-08-13,MONROE-EL DORADO LA-AR,127,111
2017-08-13,ODESSA-MIDLAND TX,182,146
2017-08-13,OKLAHOMA CITY OK,680,594
2017-08-13,PARKERSBURG WV,148,111
2017-08-13,PHOENIX AZ,568,463
2017-08-13,RALEIGH-DURHAM NC,130,110
2017-08-13,SAN ANGELO TX,286,234
2017-08-13,SHREVEPORT LA,314,259
2017-08-13,SPRINGFIELD MO,240,202
2017-08-13,ST JOSEPH MO,107,74
2017-08-13,TULSA OK,104,89
2017-08-13,TYLER-LONGVIEW TX,716,557
2017-08-13,VICTORIA TX,119,87
2017-08-13,WACO-TEMPLE-BRYAN TX,1290,1096
2017-08-20,ABILENE-SWEETWATER TX,433,351
2017-08-20,ALEXANDRIA LA,221,181
2017-08-20,AMARILLO TX,582,414
2017-08-20,AUSTIN TX,230,209
2017-08-20,All Other Suddenlink DMA Total,987,701
2017-08-20,BLUEFIELD-BECKLEY-OAK HILL WV,187,150
2017-08-20,CHARLESTON-HUNTINGTON WV,526,425
2017-08-20,DALLAS-FT WORTH TX,384,323
2017-08-20,EUREKA CA,244,203
2017-08-20,GREENVILLE-NEW BERN-WASH NC,772,642
2017-08-20,HOUSTON TX,453,370
2017-08-20,JONESBORO AR,208,167
2017-08-20,LAKE CHARLES LA,279,234
2017-08-20,LITTLE ROCK AR,402,310
2017-08-20,LUBBOCK TX,592,485
2017-08-20,MONROE-EL DORADO LA-AR,152,132
2017-08-20,ODESSA-MIDLAND TX,250,203
2017-08-20,OKLAHOMA CITY OK,461,399
2017-08-20,PARKERSBURG WV,140,97
2017-08-20,PHOENIX AZ,581,482
2017-08-20,RALEIGH-DURHAM NC,133,117
2017-08-20,SAN ANGELO TX,360,292
2017-08-20,SHREVEPORT LA,321,265
2017-08-20,SPRINGFIELD MO,217,173
2017-08-20,ST JOSEPH MO,111,84
2017-08-20,TULSA OK,103,81
2017-08-20,TYLER-LONGVIEW TX,792,629
2017-08-20,VICTORIA TX,66,47
2017-08-20,WACO-TEMPLE-BRYAN TX,1136,997
2017-08-27,ABILENE-SWEETWATER TX,338,227
2017-08-27,ALEXANDRIA LA,227,170
2017-08-27,AMARILLO TX,530,360
2017-08-27,AUSTIN TX,252,199
2017-08-27,All Other Suddenlink DMA Total,978,660
2017-08-27,BLUEFIELD-BECKLEY-OAK HILL WV,210,152
2017-08-27,CHARLESTON-HUNTINGTON WV,592,446
2017-08-27,DALLAS-FT WORTH TX,469,378
2017-08-27,EUREKA CA,254,203
2017-08-27,GREENVILLE-NEW BERN-WASH NC,627,493
2017-08-27,HOUSTON TX,226,181
2017-08-27,JONESBORO AR,218,178
2017-08-27,LAKE CHARLES LA,230,178
2017-08-27,LITTLE ROCK AR,334,263
2017-08-27,LUBBOCK TX,574,423
2017-08-27,MONROE-EL DORADO LA-AR,160,131
2017-08-27,ODESSA-MIDLAND TX,262,214
2017-08-27,OKLAHOMA CITY OK,345,266
2017-08-27,PARKERSBURG WV,139,105
2017-08-27,PHOENIX AZ,610,471
2017-08-27,RALEIGH-DURHAM NC,143,121
2017-08-27,SAN ANGELO TX,275,200
2017-08-27,SHREVEPORT LA,335,258
2017-08-27,SPRINGFIELD MO,236,179
2017-08-27,ST JOSEPH MO,130,85
2017-08-27,TULSA OK,111,87
2017-08-27,TYLER-LONGVIEW TX,679,497
2017-08-27,VICTORIA TX,3,1
2017-08-27,WACO-TEMPLE-BRYAN TX,521,440
2017-09-03,ABILENE-SWEETWATER TX,307,206
2017-09-03,ALEXANDRIA LA,245,188
2017-09-03,AMARILLO TX,457,322
2017-09-03,AUSTIN TX,232,198
2017-09-03,All Other Suddenlink DMA Total,969,671
2017-09-03,BLUEFIELD-BECKLEY-OAK HILL WV,149,116
2017-09-03,CHARLESTON-HUNTINGTON WV,467,380
2017-09-03,DALLAS-FT WORTH TX,412,348
2017-09-03,EUREKA CA,206,158
2017-09-03,GREENVILLE-NEW BERN-WASH NC,510,424
2017-09-03,HOUSTON TX,538,381
2017-09-03,JONESBORO AR,189,143
2017-09-03,LAKE CHARLES LA,242,179
2017-09-03,LITTLE ROCK AR,311,225
2017-09-03,LUBBOCK TX,373,276
2017-09-03,MONROE-EL DORADO LA-AR,183,154
2017-09-03,ODESSA-MIDLAND TX,231,195
2017-09-03,OKLAHOMA CITY OK,332,259
2017-09-03,PARKERSBURG WV,150,111
2017-09-03,PHOENIX AZ,490,388
2017-09-03,RALEIGH-DURHAM NC,112,92
2017-09-03,SAN ANGELO TX,234,173
2017-09-03,SHREVEPORT LA,269,208
2017-09-03,SPRINGFIELD MO,188,149
2017-09-03,ST JOSEPH MO,97,72
2017-09-03,TULSA OK,101,84
2017-09-03,TYLER-LONGVIEW TX,538,409
2017-09-03,VICTORIA TX,166,79
2017-09-03,WACO-TEMPLE-BRYAN TX,372,309
2017-09-10,ABILENE-SWEETWATER TX,272,192
2017-09-10,ALEXANDRIA LA,228,185
2017-09-10,AMARILLO TX,429,317
2017-09-10,AUSTIN TX,202,169
2017-09-10,All Other Suddenlink DMA Total,960,681
2017-09-10,BLUEFIELD-BECKLEY-OAK HILL WV,194,154
2017-09-10,CHARLESTON-HUNTINGTON WV,519,420
2017-09-10,DALLAS-FT WORTH TX,460,403
2017-09-10,EUREKA CA,169,126
2017-09-10,GREENVILLE-NEW BERN-WASH NC,540,467
2017-09-10,HOUSTON TX,671,480
2017-09-10,JONESBORO AR,184,149
2017-09-10,LAKE CHARLES LA,248,190
2017-09-10,LITTLE ROCK AR,330,242
2017-09-10,LUBBOCK TX,367,305
2017-09-10,MONROE-EL DORADO LA-AR,197,161
2017-09-10,ODESSA-MIDLAND TX,242,198
2017-09-10,OKLAHOMA CITY OK,290,227
2017-09-10,PARKERSBURG WV,138,103
2017-09-10,PHOENIX AZ,478,384
2017-09-10,RALEIGH-DURHAM NC,170,154
2017-09-10,SAN ANGELO TX,232,182
2017-09-10,SHREVEPORT LA,219,178
2017-09-10,SPRINGFIELD MO,227,185
2017-09-10,ST JOSEPH MO,117,85
2017-09-10,TULSA OK,106,83
2017-09-10,TYLER-LONGVIEW TX,590,447
2017-09-10,VICTORIA TX,163,90
2017-09-10,WACO-TEMPLE-BRYAN TX,307,250
2017-09-17,ABILENE-SWEETWATER TX,319,227
2017-09-17,ALEXANDRIA LA,199,155
2017-09-17,AMARILLO TX,467,312
2017-09-17,AUSTIN TX,174,148
2017-09-17,All Other Suddenlink DMA Total,842,574
2017-09-17,BLUEFIELD-BECKLEY-OAK HILL WV,155,112
2017-09-17,CHARLESTON-HUNTINGTON WV,519,413
2017-09-17,DALLAS-FT WORTH TX,380,325
2017-09-17,EUREKA CA,185,142
2017-09-17,GREENVILLE-NEW BERN-WASH NC,522,452
2017-09-17,HOUSTON TX,550,437
2017-09-17,JONESBORO AR,145,118
2017-09-17,LAKE CHARLES LA,258,211
2017-09-17,LITTLE ROCK AR,284,211
2017-09-17,LUBBOCK TX,381,310
2017-09-17,MONROE-EL DORADO LA-AR,166,137
2017-09-17,ODESSA-MIDLAND TX,231,187
2017-09-17,OKLAHOMA CITY OK,260,209
2017-09-17,PARKERSBURG WV,156,117
2017-09-17,PHOENIX AZ,476,391
2017-09-17,RALEIGH-DURHAM NC,166,142
2017-09-17,SAN ANGELO TX,250,181
2017-09-17,SHREVEPORT LA,230,175
2017-09-17,SPRINGFIELD MO,212,178
2017-09-17,ST JOSEPH MO,112,88
2017-09-17,TULSA OK,114,89
2017-09-17,TYLER-LONGVIEW TX,507,379
2017-09-17,VICTORIA TX,168,105
2017-09-17,WACO-TEMPLE-BRYAN TX,260,213
2017-09-24,ABILENE-SWEETWATER TX,253,171
2017-09-24,ALEXANDRIA LA,253,171
2017-09-24,AMARILLO TX,430,276
2017-09-24,AUSTIN TX,233,196
2017-09-24,All Other Suddenlink DMA Total,904,620
2017-09-24,BLUEFIELD-BECKLEY-OAK HILL WV,171,122
2017-09-24,CHARLESTON-HUNTINGTON WV,459,371
2017-09-24,DALLAS-FT WORTH TX,390,329
2017-09-24,EUREKA CA,136,106
2017-09-24,GREENVILLE-NEW BERN-WASH NC,515,407
2017-09-24,HOUSTON TX,511,395
2017-09-24,JONESBORO AR,165,125
2017-09-24,LAKE CHARLES LA,248,182
2017-09-24,LITTLE ROCK AR,341,251
2017-09-24,LUBBOCK TX,402,286
2017-09-24,MONROE-EL DORADO LA-AR,148,111
2017-09-24,ODESSA-MIDLAND TX,262,215
2017-09-24,OKLAHOMA CITY OK,282,208
2017-09-24,PARKERSBURG WV,152,111
2017-09-24,PHOENIX AZ,482,364
2017-09-24,RALEIGH-DURHAM NC,140,120
2017-09-24,SAN ANGELO TX,237,179
2017-09-24,SHREVEPORT LA,293,209
2017-09-24,SPRINGFIELD MO,231,179
2017-09-24,ST JOSEPH MO,135,86
2017-09-24,TULSA OK,111,75
2017-09-24,TYLER-LONGVIEW TX,520,362
2017-09-24,VICTORIA TX,175,125
2017-09-24,WACO-TEMPLE-BRYAN TX,277,211
2017-10-01,ABILENE-SWEETWATER TX,293,194
2017-10-01,ALEXANDRIA LA,220,177
2017-10-01,AMARILLO TX,507,358
2017-10-01,AUSTIN TX,226,198
2017-10-01,All Other Suddenlink DMA Total,996,673
2017-10-01,BLUEFIELD-BECKLEY-OAK HILL WV,196,144
2017-10-01,CHARLESTON-HUNTINGTON WV,440,337
2017-10-01,DALLAS-FT WORTH TX,419,346
2017-10-01,EUREKA CA,171,124
2017-10-01,GREENVILLE-NEW BERN-WASH NC,538,443
2017-10-01,HOUSTON TX,518,422
2017-10-01,JONESBORO AR,215,157
2017-10-01,LAKE CHARLES LA,307,236
2017-10-01,LITTLE ROCK AR,325,244
2017-10-01,LUBBOCK TX,408,295
2017-10-01,MONROE-EL DORADO LA-AR,130,101
2017-10-01,ODESSA-MIDLAND TX,272,224
2017-10-01,OKLAHOMA CITY OK,308,231
2017-10-01,PARKERSBURG WV,168,132
2017-10-01,PHOENIX AZ,540,420
2017-10-01,RALEIGH-DURHAM NC,180,156
2017-10-01,SAN ANGELO TX,239,166
2017-10-01,SHREVEPORT LA,311,221
2017-10-01,SPRINGFIELD MO,237,177
2017-10-01,ST JOSEPH MO,137,87
